data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid,footnote
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,35-44 years,292,3335,246,148,,394,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,40-49 years,428,4484,377,213,,594,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,45-54 years,678,6619,638,368,,952,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,50-64 years,2128,20439,2148,1228,30,3076,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,55-64 years,1711,16434,1748,990,26,2493,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,65-74 years,3093,28199,3087,1771,21,4428,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,75-84 years,4060,38861,4085,2163,40,6020,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,Female,85 years and over,6166,62475,5239,2526,62,8940,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,All Ages,24784,209286,23389,13194,269,35227,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,Under 1 year,13,1340,21,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,0-17 years,44,2316,59,15,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,1-4 years,12,244,11,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,5-14 years,,377,17,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,15-24 years,61,2427,72,35,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,18-29 years,110,4209,125,60,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,25-34 years,188,4867,201,105,,289,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,30-39 years,310,5760,295,169,10,446,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,35-44 years,491,6749,478,292,,685,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,40-49 years,823,8642,812,513,10,1131,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,45-54 years,1312,12147,1266,802,21,1795,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,50-64 years,4109,35537,4244,2513,56,5888,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,55-64 years,3310,28313,3469,2025,43,4791,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,65-74 years,5612,44259,5749,3347,50,8060,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,75-84 years,6759,51744,6463,3678,66,9605,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,All Sexes,85 years and over,7017,56819,5642,2899,67,9825,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,All Ages,13182,108665,12845,7498,125,18643,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,Under 1 year,,730,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,0-17 years,25,1345,32,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,1-4 years,,129,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,5-14 years,,229,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,15-24 years,34,1758,36,16,0,54,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,18-29 years,60,3022,65,32,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,25-34 years,111,3369,119,67,,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,30-39 years,181,3836,178,105,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,35-44 years,292,4330,278,177,,395,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,40-49 years,520,5442,488,321,,693,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,45-54 years,799,7531,743,494,10,1058,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,50-64 years,2457,21568,2416,1484,26,3413,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,55-64 years,1990,17137,1979,1191,22,2798,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,65-74 years,3265,25261,3369,1990,28,4669,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,75-84 years,3722,26471,3669,2145,32,5275,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Male,85 years and over,2952,21720,2628,1413,25,4191,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,All Ages,11602,100621,10544,5696,144,16584,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,Under 1 year,,610,10,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,0-17 years,19,971,27,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,1-4 years,,115,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,5-14 years,,148,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,15-24 years,27,669,36,19,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,18-29 years,50,1187,60,28,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,25-34 years,77,1498,82,38,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,30-39 years,129,1924,117,64,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,35-44 years,199,2419,200,115,,290,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,40-49 years,303,3200,324,192,,438,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,45-54 years,513,4616,523,308,11,737,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,50-64 years,1652,13969,1828,1029,30,2475,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,55-64 years,1320,11176,1490,834,21,1993,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,65-74 years,2347,18998,2380,1357,22,3391,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,75-84 years,3037,25273,2794,1533,34,4330,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Indiana,Female,85 years and over,4065,35099,3014,1486,42,5634,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,All Ages,10058,92646,8096,3813,161,14494,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,Under 1 year,,377,,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,0-17 years,,740,17,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,1-4 years,,85,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,5-14 years,,151,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,15-24 years,10,696,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,18-29 years,34,1151,25,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,25-34 years,66,1329,46,24,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,30-39 years,114,1689,66,36,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,35-44 years,172,2152,112,64,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,40-49 years,257,2831,189,115,,333,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,45-54 years,441,4192,332,195,,584,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,50-64 years,1423,13345,1188,637,22,1994,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,55-64 years,1140,10774,972,514,17,1613,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,65-74 years,1926,17933,1688,863,34,2783,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,75-84 years,2678,22877,2165,1025,36,3852,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,All Sexes,85 years and over,3617,32080,2758,1126,60,5309,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Iowa,Male,All Ages,5394,47609,4417,2191,66,7680,
